"year","period","periodName","value","state","quarter","annual"
"2019","M01","January","3.1","UT",NA,NA
"2019","M02","February","3.1","UT",NA,NA
"2019","M03","March","3.0","UT","1",NA
"2019","M04","April","2.6","UT",NA,NA
"2019","M05","May","2.6","UT",NA,NA
"2019","M06","June","3.0","UT","2",NA
"2019","M07","July","2.7","UT",NA,NA
"2019","M08","August","2.6","UT",NA,NA
"2019","M09","September","2.2","UT","3",NA
"2019","M10","October","2.1","UT",NA,NA
"2019","M11","November","2.1","UT",NA,NA
"2019","M12","December","2.2","UT","4","1"
"2020","M01","January","2.8","UT",NA,NA
"2020","M02","February","2.8","UT",NA,NA
"2020","M03","March","4.1","UT","1",NA
"2020","M04","April","10.4","UT",NA,NA
"2020","M05","May","8.5","UT",NA,NA
"2020","M06","June","5.7","UT","2",NA
"2020","M07","July","4.6","UT",NA,NA
"2020","M08","August","4.2","UT",NA,NA
"2020","M09","September","true","UT","3",NA
"1976","M01","January","7.0","VA",NA,NA
"1976","M02","February","6.7","VA",NA,NA
"1976","M03","March","6.2","VA","1",NA
"1976","M04","April","5.4","VA",NA,NA
"1976","M05","May","5.2","VA",NA,NA
"1976","M06","June","6.0","VA","2",NA
"1976","M07","July","5.7","VA",NA,NA
"1976","M08","August","5.9","VA",NA,NA
"1976","M09","September","5.9","VA","3",NA
"1976","M10","October","5.3","VA",NA,NA
"1976","M11","November","5.5","VA",NA,NA
"1976","M12","December","5.5","VA","4","1"
"1977","M01","January","6.3","VA",NA,NA
"1977","M02","February","6.8","VA",NA,NA
"1977","M03","March","6.2","VA","1",NA
"1977","M04","April","5.0","VA",NA,NA
"1977","M05","May","4.9","VA",NA,NA
"1977","M06","June","5.8","VA","2",NA
"1977","M07","July","5.3","VA",NA,NA
"1977","M08","August","5.0","VA",NA,NA
"1977","M09","September","5.2","VA","3",NA
"1977","M10","October","4.9","VA",NA,NA
"1977","M11","November","5.2","VA",NA,NA
"1977","M12","December","4.9","VA","4","1"
"1978","M01","January","6.0","VA",NA,NA
"1978","M02","February","6.0","VA",NA,NA
"1978","M03","March","5.8","VA","1",NA
"1978","M04","April","4.9","VA",NA,NA
"1978","M05","May","5.0","VA",NA,NA
"1978","M06","June","5.5","VA","2",NA
"1978","M07","July","5.3","VA",NA,NA
"1978","M08","August","5.1","VA",NA,NA
"1978","M09","September","5.3","VA","3",NA
"1978","M10","October","4.7","VA",NA,NA
"1978","M11","November","4.9","VA",NA,NA
"1978","M12","December","5.0","VA","4","1"
"1979","M01","January","5.7","VA",NA,NA
"1979","M02","February","5.7","VA",NA,NA
"1979","M03","March","5.2","VA","1",NA
"1979","M04","April","4.5","VA",NA,NA
"1979","M05","May","4.5","VA",NA,NA
"1979","M06","June","5.0","VA","2",NA
"1979","M07","July","4.5","VA",NA,NA
"1979","M08","August","4.7","VA",NA,NA
"1979","M09","September","4.5","VA","3",NA
"1979","M10","October","4.4","VA",NA,NA
"1979","M11","November","4.2","VA",NA,NA
"1979","M12","December","4.2","VA","4","1"
"1980","M01","January","5.1","VA",NA,NA
"1980","M02","February","5.0","VA",NA,NA
"1980","M03","March","4.8","VA","1",NA
"1980","M04","April","4.8","VA",NA,NA
"1980","M05","May","5.3","VA",NA,NA
"1980","M06","June","6.0","VA","2",NA
"1980","M07","July","5.8","VA",NA,NA
"1980","M08","August","5.5","VA",NA,NA
"1980","M09","September","5.1","VA","3",NA
"1980","M10","October","4.9","VA",NA,NA
"1980","M11","November","4.9","VA",NA,NA
"1980","M12","December","4.7","VA","4","1"
"1981","M01","January","6.0","VA",NA,NA
"1981","M02","February","6.2","VA",NA,NA
"1981","M03","March","6.0","VA","1",NA
"1981","M04","April","5.3","VA",NA,NA
"1981","M05","May","5.8","VA",NA,NA
"1981","M06","June","6.3","VA","2",NA
"1981","M07","July","5.6","VA",NA,NA
"1981","M08","August","5.8","VA",NA,NA
"1981","M09","September","6.0","VA","3",NA
"1981","M10","October","6.1","VA",NA,NA
"1981","M11","November","6.3","VA",NA,NA
"1981","M12","December","6.7","VA","4","1"
"1982","M01","January","7.5","VA",NA,NA
"1982","M02","February","7.9","VA",NA,NA
"1982","M03","March","7.6","VA","1",NA
"1982","M04","April","7.0","VA",NA,NA
"1982","M05","May","7.0","VA",NA,NA
"1982","M06","June","7.5","VA","2",NA
"1982","M07","July","7.2","VA",NA,NA
"1982","M08","August","7.2","VA",NA,NA
"1982","M09","September","7.3","VA","3",NA
"1982","M10","October","7.4","VA",NA,NA
"1982","M11","November","7.6","VA",NA,NA
"1982","M12","December","8.0","VA","4","1"
"1983","M01","January","8.5","VA",NA,NA
"1983","M02","February","8.2","VA",NA,NA
"1983","M03","March","7.6","VA","1",NA
"1983","M04","April","6.6","VA",NA,NA
"1983","M05","May","6.5","VA",NA,NA
"1983","M06","June","6.7","VA","2",NA
"1983","M07","July","5.9","VA",NA,NA
"1983","M08","August","6.0","VA",NA,NA
"1983","M09","September","5.8","VA","3",NA
"1983","M10","October","5.4","VA",NA,NA
"1983","M11","November","5.1","VA",NA,NA
"1983","M12","December","5.0","VA","4","1"
"1984","M01","January","5.7","VA",NA,NA
"1984","M02","February","5.5","VA",NA,NA
"1984","M03","March","5.1","VA","1",NA
"1984","M04","April","4.7","VA",NA,NA
"1984","M05","May","4.9","VA",NA,NA
"1984","M06","June","5.1","VA","2",NA
"1984","M07","July","5.1","VA",NA,NA
"1984","M08","August","5.0","VA",NA,NA
"1984","M09","September","5.0","VA","3",NA
"1984","M10","October","4.9","VA",NA,NA
"1984","M11","November","5.0","VA",NA,NA
"1984","M12","December","5.1","VA","4","1"
"1985","M01","January","5.9","VA",NA,NA
"1985","M02","February","5.8","VA",NA,NA
"1985","M03","March","5.6","VA","1",NA
"1985","M04","April","5.2","VA",NA,NA
"1985","M05","May","5.4","VA",NA,NA
"1985","M06","June","5.9","VA","2",NA
"1985","M07","July","6.0","VA",NA,NA
"1985","M08","August","5.4","VA",NA,NA
"1985","M09","September","5.4","VA","3",NA
"1985","M10","October","5.1","VA",NA,NA
"1985","M11","November","5.1","VA",NA,NA
"1985","M12","December","5.0","VA","4","1"
"1986","M01","January","5.3","VA",NA,NA
"1986","M02","February","5.6","VA",NA,NA
"1986","M03","March","5.3","VA","1",NA
"1986","M04","April","4.8","VA",NA,NA
"1986","M05","May","5.0","VA",NA,NA
"1986","M06","June","5.3","VA","2",NA
"1986","M07","July","4.9","VA",NA,NA
"1986","M08","August","4.8","VA",NA,NA
"1986","M09","September","5.1","VA","3",NA
"1986","M10","October","4.9","VA",NA,NA
"1986","M11","November","4.9","VA",NA,NA
"1986","M12","December","4.5","VA","4","1"
"1987","M01","January","5.2","VA",NA,NA
"1987","M02","February","5.1","VA",NA,NA
"1987","M03","March","4.9","VA","1",NA
"1987","M04","April","4.3","VA",NA,NA
"1987","M05","May","4.4","VA",NA,NA
"1987","M06","June","4.3","VA","2",NA
"1987","M07","July","3.9","VA",NA,NA
"1987","M08","August","4.0","VA",NA,NA
"1987","M09","September","4.0","VA","3",NA
"1987","M10","October","3.8","VA",NA,NA
"1987","M11","November","3.7","VA",NA,NA
"1987","M12","December","3.5","VA","4","1"
"1988","M01","January","4.3","VA",NA,NA
"1988","M02","February","4.3","VA",NA,NA
"1988","M03","March","3.9","VA","1",NA
"1988","M04","April","3.5","VA",NA,NA
"1988","M05","May","3.9","VA",NA,NA
"1988","M06","June","4.0","VA","2",NA
"1988","M07","July","4.0","VA",NA,NA
"1988","M08","August","4.0","VA",NA,NA
"1988","M09","September","4.1","VA","3",NA
"1988","M10","October","3.8","VA",NA,NA
"1988","M11","November","3.8","VA",NA,NA
"1988","M12","December","3.6","VA","4","1"
"1989","M01","January","4.4","VA",NA,NA
"1989","M02","February","4.1","VA",NA,NA
"1989","M03","March","3.7","VA","1",NA
"1989","M04","April","3.5","VA",NA,NA
"1989","M05","May","3.8","VA",NA,NA
"1989","M06","June","4.1","VA","2",NA
"1989","M07","July","3.9","VA",NA,NA
"1989","M08","August","3.8","VA",NA,NA
"1989","M09","September","4.0","VA","3",NA
"1989","M10","October","3.8","VA",NA,NA
"1989","M11","November","3.8","VA",NA,NA
"1989","M12","December","3.8","VA","4","1"
"1990","M01","January","4.5","VA",NA,NA
"1990","M02","February","4.2","VA",NA,NA
"1990","M03","March","3.9","VA","1",NA
"1990","M04","April","3.7","VA",NA,NA
"1990","M05","May","4.0","VA",NA,NA
"1990","M06","June","4.2","VA","2",NA
"1990","M07","July","4.4","VA",NA,NA
"1990","M08","August","4.6","VA",NA,NA
"1990","M09","September","4.8","VA","3",NA
"1990","M10","October","4.8","VA",NA,NA
"1990","M11","November","5.1","VA",NA,NA
"1990","M12","December","5.4","VA","4","1"
"1991","M01","January","6.2","VA",NA,NA
"1991","M02","February","6.5","VA",NA,NA
"1991","M03","March","6.2","VA","1",NA
"1991","M04","April","5.5","VA",NA,NA
"1991","M05","May","5.8","VA",NA,NA
"1991","M06","June","6.0","VA","2",NA
"1991","M07","July","5.7","VA",NA,NA
"1991","M08","August","5.7","VA",NA,NA
"1991","M09","September","5.7","VA","3",NA
"1991","M10","October","5.6","VA",NA,NA
"1991","M11","November","5.9","VA",NA,NA
"1991","M12","December","6.1","VA","4","1"
"1992","M01","January","7.1","VA",NA,NA
"1992","M02","February","7.3","VA",NA,NA
"1992","M03","March","6.9","VA","1",NA
"1992","M04","April","6.0","VA",NA,NA
"1992","M05","May","6.4","VA",NA,NA
"1992","M06","June","6.7","VA","2",NA
"1992","M07","July","6.2","VA",NA,NA
"1992","M08","August","6.1","VA",NA,NA
"1992","M09","September","5.9","VA","3",NA
"1992","M10","October","5.6","VA",NA,NA
"1992","M11","November","5.6","VA",NA,NA
"1992","M12","December","5.6","VA","4","1"
"1993","M01","January","6.2","VA",NA,NA
"1993","M02","February","6.0","VA",NA,NA
"1993","M03","March","5.6","VA","1",NA
"1993","M04","April","5.2","VA",NA,NA
"1993","M05","May","5.2","VA",NA,NA
"1993","M06","June","5.5","VA","2",NA
"1993","M07","July","5.2","VA",NA,NA
"1993","M08","August","5.1","VA",NA,NA
"1993","M09","September","4.9","VA","3",NA
"1993","M10","October","4.8","VA",NA,NA
"1993","M11","November","4.6","VA",NA,NA
"1993","M12","December","4.6","VA","4","1"
"1994","M01","January","5.7","VA",NA,NA
"1994","M02","February","5.6","VA",NA,NA
"1994","M03","March","5.4","VA","1",NA
"1994","M04","April","5.0","VA",NA,NA
"1994","M05","May","4.8","VA",NA,NA
"1994","M06","June","5.1","VA","2",NA
"1994","M07","July","4.8","VA",NA,NA
"1994","M08","August","4.8","VA",NA,NA
"1994","M09","September","4.6","VA","3",NA
"1994","M10","October","4.3","VA",NA,NA
"1994","M11","November","4.2","VA",NA,NA
"1994","M12","December","4.1","VA","4","1"
"1995","M01","January","5.0","VA",NA,NA
"1995","M02","February","4.6","VA",NA,NA
"1995","M03","March","4.5","VA","1",NA
"1995","M04","April","4.4","VA",NA,NA
"1995","M05","May","4.6","VA",NA,NA
"1995","M06","June","4.7","VA","2",NA
"1995","M07","July","4.6","VA",NA,NA
"1995","M08","August","4.6","VA",NA,NA
"1995","M09","September","4.5","VA","3",NA
"1995","M10","October","4.3","VA",NA,NA
"1995","M11","November","4.3","VA",NA,NA
"1995","M12","December","4.2","VA","4","1"
"1996","M01","January","5.3","VA",NA,NA
"1996","M02","February","4.7","VA",NA,NA
"1996","M03","March","4.5","VA","1",NA
"1996","M04","April","4.3","VA",NA,NA
"1996","M05","May","4.5","VA",NA,NA
"1996","M06","June","4.6","VA","2",NA
"1996","M07","July","4.7","VA",NA,NA
"1996","M08","August","4.2","VA",NA,NA
"1996","M09","September","4.3","VA","3",NA
"1996","M10","October","4.1","VA",NA,NA
"1996","M11","November","4.1","VA",NA,NA
"1996","M12","December","4.1","VA","4","1"
"1997","M01","January","5.0","VA",NA,NA
"1997","M02","February","4.8","VA",NA,NA
"1997","M03","March","4.6","VA","1",NA
"1997","M04","April","4.0","VA",NA,NA
"1997","M05","May","4.0","VA",NA,NA
"1997","M06","June","4.2","VA","2",NA
"1997","M07","July","3.8","VA",NA,NA
"1997","M08","August","3.7","VA",NA,NA
"1997","M09","September","3.4","VA","3",NA
"1997","M10","October","2.9","VA",NA,NA
"1997","M11","November","2.7","VA",NA,NA
"1997","M12","December","2.8","VA","4","1"
"1998","M01","January","3.5","VA",NA,NA
"1998","M02","February","3.4","VA",NA,NA
"1998","M03","March","3.3","VA","1",NA
"1998","M04","April","2.5","VA",NA,NA
"1998","M05","May","2.7","VA",NA,NA
"1998","M06","June","3.1","VA","2",NA
"1998","M07","July","3.0","VA",NA,NA
"1998","M08","August","3.0","VA",NA,NA
"1998","M09","September","2.9","VA","3",NA
"1998","M10","October","2.7","VA",NA,NA
"1998","M11","November","2.5","VA",NA,NA
"1998","M12","December","2.4","VA","4","1"
"1999","M01","January","3.0","VA",NA,NA
"1999","M02","February","3.0","VA",NA,NA
"1999","M03","March","2.8","VA","1",NA
"1999","M04","April","2.6","VA",NA,NA
"1999","M05","May","2.7","VA",NA,NA
"1999","M06","June","2.9","VA","2",NA
"1999","M07","July","2.9","VA",NA,NA
"1999","M08","August","2.9","VA",NA,NA
"1999","M09","September","2.8","VA","3",NA
"1999","M10","October","2.5","VA",NA,NA
"1999","M11","November","2.5","VA",NA,NA
"1999","M12","December","2.4","VA","4","1"
"2000","M01","January","2.9","VA",NA,NA
"2000","M02","February","2.9","VA",NA,NA
"2000","M03","March","2.6","VA","1",NA
"2000","M04","April","2.1","VA",NA,NA
"2000","M05","May","2.4","VA",NA,NA
"2000","M06","June","2.4","VA","2",NA
"2000","M07","July","2.4","VA",NA,NA
"2000","M08","August","2.4","VA",NA,NA
"2000","M09","September","2.1","VA","3",NA
"2000","M10","October","1.8","VA",NA,NA
"2000","M11","November","1.8","VA",NA,NA
"2000","M12","December","1.8","VA","4","1"
"2001","M01","January","2.6","VA",NA,NA
"2001","M02","February","2.7","VA",NA,NA
"2001","M03","March","2.8","VA","1",NA
"2001","M04","April","2.6","VA",NA,NA
"2001","M05","May","2.8","VA",NA,NA
"2001","M06","June","3.2","VA","2",NA
"2001","M07","July","3.3","VA",NA,NA
"2001","M08","August","3.6","VA",NA,NA
"2001","M09","September","3.6","VA","3",NA
"2001","M10","October","3.8","VA",NA,NA
"2001","M11","November","3.9","VA",NA,NA
"2001","M12","December","3.9","VA","4","1"
"2002","M01","January","4.6","VA",NA,NA
"2002","M02","February","4.5","VA",NA,NA
"2002","M03","March","4.4","VA","1",NA
"2002","M04","April","4.2","VA",NA,NA
"2002","M05","May","4.2","VA",NA,NA
"2002","M06","June","4.4","VA","2",NA
"2002","M07","July","4.3","VA",NA,NA
"2002","M08","August","4.3","VA",NA,NA
"2002","M09","September","3.9","VA","3",NA
"2002","M10","October","3.8","VA",NA,NA
"2002","M11","November","4.0","VA",NA,NA
"2002","M12","December","4.0","VA","4","1"
"2003","M01","January","4.6","VA",NA,NA
"2003","M02","February","4.5","VA",NA,NA
"2003","M03","March","4.3","VA","1",NA
"2003","M04","April","3.9","VA",NA,NA
"2003","M05","May","4.1","VA",NA,NA
"2003","M06","June","4.5","VA","2",NA
"2003","M07","July","4.3","VA",NA,NA
"2003","M08","August","4.1","VA",NA,NA
"2003","M09","September","4.0","VA","3",NA
"2003","M10","October","3.7","VA",NA,NA
"2003","M11","November","3.7","VA",NA,NA
"2003","M12","December","3.6","VA","4","1"
"2004","M01","January","4.3","VA",NA,NA
"2004","M02","February","4.2","VA",NA,NA
"2004","M03","March","4.2","VA","1",NA
"2004","M04","April","3.6","VA",NA,NA
"2004","M05","May","3.8","VA",NA,NA
"2004","M06","June","4.2","VA","2",NA
"2004","M07","July","4.0","VA",NA,NA
"2004","M08","August","3.8","VA",NA,NA
"2004","M09","September","3.5","VA","3",NA
"2004","M10","October","3.4","VA",NA,NA
"2004","M11","November","3.4","VA",NA,NA
"2004","M12","December","3.5","VA","4","1"
"2005","M01","January","3.9","VA",NA,NA
"2005","M02","February","4.0","VA",NA,NA
"2005","M03","March","3.8","VA","1",NA
"2005","M04","April","3.5","VA",NA,NA
"2005","M05","May","3.6","VA",NA,NA
"2005","M06","June","3.8","VA","2",NA
"2005","M07","July","3.6","VA",NA,NA
"2005","M08","August","3.5","VA",NA,NA
"2005","M09","September","3.5","VA","3",NA
"2005","M10","October","3.2","VA",NA,NA
"2005","M11","November","3.3","VA",NA,NA
"2005","M12","December","3.1","VA","4","1"
"2006","M01","January","3.3","VA",NA,NA
"2006","M02","February","3.4","VA",NA,NA
"2006","M03","March","3.2","VA","1",NA
"2006","M04","April","2.9","VA",NA,NA
"2006","M05","May","3.1","VA",NA,NA
"2006","M06","June","3.3","VA","2",NA
"2006","M07","July","3.3","VA",NA,NA
"2006","M08","August","3.3","VA",NA,NA
"2006","M09","September","3.1","VA","3",NA
"2006","M10","October","2.7","VA",NA,NA
"2006","M11","November","2.8","VA",NA,NA
"2006","M12","December","2.8","VA","4","1"
"2007","M01","January","3.3","VA",NA,NA
"2007","M02","February","3.2","VA",NA,NA
"2007","M03","March","2.9","VA","1",NA
"2007","M04","April","2.7","VA",NA,NA
"2007","M05","May","2.8","VA",NA,NA
"2007","M06","June","3.1","VA","2",NA
"2007","M07","July","3.1","VA",NA,NA
"2007","M08","August","3.1","VA",NA,NA
"2007","M09","September","3.0","VA","3",NA
"2007","M10","October","2.9","VA",NA,NA
"2007","M11","November","3.0","VA",NA,NA
"2007","M12","December","3.3","VA","4","1"
"2008","M01","January","3.7","VA",NA,NA
"2008","M02","February","3.6","VA",NA,NA
"2008","M03","March","3.6","VA","1",NA
"2008","M04","April","3.2","VA",NA,NA
"2008","M05","May","3.7","VA",NA,NA
"2008","M06","June","4.0","VA","2",NA
"2008","M07","July","4.1","VA",NA,NA
"2008","M08","August","4.2","VA",NA,NA
"2008","M09","September","4.0","VA","3",NA
"2008","M10","October","4.0","VA",NA,NA
"2008","M11","November","4.3","VA",NA,NA
"2008","M12","December","4.9","VA","4","1"
"2009","M01","January","6.1","VA",NA,NA
"2009","M02","February","6.4","VA",NA,NA
"2009","M03","March","6.6","VA","1",NA
"2009","M04","April","6.2","VA",NA,NA
"2009","M05","May","6.7","VA",NA,NA
"2009","M06","June","7.0","VA","2",NA
"2009","M07","July","6.8","VA",NA,NA
"2009","M08","August","6.9","VA",NA,NA
"2009","M09","September","6.9","VA","3",NA
"2009","M10","October","6.8","VA",NA,NA
"2009","M11","November","6.8","VA",NA,NA
"2009","M12","December","7.2","VA","4","1"
"2010","M01","January","7.9","VA",NA,NA
"2010","M02","February","7.9","VA",NA,NA
"2010","M03","March","7.7","VA","1",NA
"2010","M04","April","7.0","VA",NA,NA
"2010","M05","May","7.1","VA",NA,NA
"2010","M06","June","7.2","VA","2",NA
"2010","M07","July","7.1","VA",NA,NA
"2010","M08","August","7.1","VA",NA,NA
"2010","M09","September","6.8","VA","3",NA
"2010","M10","October","6.6","VA",NA,NA
"2010","M11","November","6.7","VA",NA,NA
"2010","M12","December","6.7","VA","4","1"
"2011","M01","January","7.1","VA",NA,NA
"2011","M02","February","6.9","VA",NA,NA
"2011","M03","March","6.6","VA","1",NA
"2011","M04","April","6.2","VA",NA,NA
"2011","M05","May","6.4","VA",NA,NA
"2011","M06","June","6.9","VA","2",NA
"2011","M07","July","6.7","VA",NA,NA
"2011","M08","August","6.9","VA",NA,NA
"2011","M09","September","6.7","VA","3",NA
"2011","M10","October","6.4","VA",NA,NA
"2011","M11","November","6.1","VA",NA,NA
"2011","M12","December","6.2","VA","4","1"
"2012","M01","January","6.6","VA",NA,NA
"2012","M02","February","6.6","VA",NA,NA
"2012","M03","March","6.2","VA","1",NA
"2012","M04","April","5.6","VA",NA,NA
"2012","M05","May","6.0","VA",NA,NA
"2012","M06","June","6.4","VA","2",NA
"2012","M07","July","6.4","VA",NA,NA
"2012","M08","August","6.2","VA",NA,NA
"2012","M09","September","5.8","VA","3",NA
"2012","M10","October","5.6","VA",NA,NA
"2012","M11","November","5.4","VA",NA,NA
"2012","M12","December","5.6","VA","4","1"
"2013","M01","January","6.4","VA",NA,NA
"2013","M02","February","6.1","VA",NA,NA
"2013","M03","March","5.7","VA","1",NA
"2013","M04","April","5.3","VA",NA,NA
"2013","M05","May","5.7","VA",NA,NA
"2013","M06","June","6.0","VA","2",NA
"2013","M07","July","5.9","VA",NA,NA
"2013","M08","August","5.8","VA",NA,NA
"2013","M09","September","5.6","VA","3",NA
"2013","M10","October","5.7","VA",NA,NA
"2013","M11","November","5.3","VA",NA,NA
"2013","M12","December","5.1","VA","4","1"
"2014","M01","January","5.7","VA",NA,NA
"2014","M02","February","5.7","VA",NA,NA
"2014","M03","March","5.6","VA","1",NA
"2014","M04","April","4.8","VA",NA,NA
"2014","M05","May","5.3","VA",NA,NA
"2014","M06","June","5.4","VA","2",NA
"2014","M07","July","5.5","VA",NA,NA
"2014","M08","August","5.5","VA",NA,NA
"2014","M09","September","5.1","VA","3",NA
"2014","M10","October","4.8","VA",NA,NA
"2014","M11","November","4.8","VA",NA,NA
"2014","M12","December","4.6","VA","4","1"
"2015","M01","January","5.2","VA",NA,NA
"2015","M02","February","5.0","VA",NA,NA
"2015","M03","March","4.8","VA","1",NA
"2015","M04","April","4.3","VA",NA,NA
"2015","M05","May","4.7","VA",NA,NA
"2015","M06","June","4.6","VA","2",NA
"2015","M07","July","4.5","VA",NA,NA
"2015","M08","August","4.4","VA",NA,NA
"2015","M09","September","4.1","VA","3",NA
"2015","M10","October","4.0","VA",NA,NA
"2015","M11","November","3.9","VA",NA,NA
"2015","M12","December","3.8","VA","4","1"
"2016","M01","January","4.3","VA",NA,NA
"2016","M02","February","4.2","VA",NA,NA
"2016","M03","March","4.1","VA","1",NA
"2016","M04","April","3.7","VA",NA,NA
"2016","M05","May","3.9","VA",NA,NA
"2016","M06","June","4.3","VA","2",NA
"2016","M07","July","4.3","VA",NA,NA
"2016","M08","August","4.4","VA",NA,NA
"2016","M09","September","4.2","VA","3",NA
"2016","M10","October","4.0","VA",NA,NA
"2016","M11","November","3.9","VA",NA,NA
"2016","M12","December","3.8","VA","4","1"
"2017","M01","January","4.4","VA",NA,NA
"2017","M02","February","4.2","VA",NA,NA
"2017","M03","March","3.9","VA","1",NA
"2017","M04","April","3.5","VA",NA,NA
"2017","M05","May","3.7","VA",NA,NA
"2017","M06","June","3.8","VA","2",NA
"2017","M07","July","3.8","VA",NA,NA
"2017","M08","August","3.9","VA",NA,NA
"2017","M09","September","3.5","VA","3",NA
"2017","M10","October","3.3","VA",NA,NA
"2017","M11","November","3.3","VA",NA,NA
"2017","M12","December","3.1","VA","4","1"
"2018","M01","January","3.6","VA",NA,NA
"2018","M02","February","3.4","VA",NA,NA
"2018","M03","March","3.2","VA","1",NA
"2018","M04","April","2.8","VA",NA,NA
"2018","M05","May","2.8","VA",NA,NA
"2018","M06","June","3.3","VA","2",NA
"2018","M07","July","3.1","VA",NA,NA
"2018","M08","August","3.2","VA",NA,NA
"2018","M09","September","2.8","VA","3",NA
"2018","M10","October","2.8","VA",NA,NA
"2018","M11","November","2.7","VA",NA,NA
"2018","M12","December","2.8","VA","4","1"
"2019","M01","January","3.4","VA",NA,NA
"2019","M02","February","3.1","VA",NA,NA
"2019","M03","March","3.0","VA","1",NA
"2019","M04","April","2.4","VA",NA,NA
"2019","M05","May","2.7","VA",NA,NA
"2019","M06","June","2.9","VA","2",NA
"2019","M07","July","3.0","VA",NA,NA
"2019","M08","August","2.9","VA",NA,NA
"2019","M09","September","2.6","VA","3",NA
"2019","M10","October","2.5","VA",NA,NA
"2019","M11","November","2.5","VA",NA,NA
"2019","M12","December","2.4","VA","4","1"
"2020","M01","January","3.0","VA",NA,NA
"2020","M02","February","2.8","VA",NA,NA
"2020","M03","March","3.3","VA","1",NA
"2020","M04","April","10.8","VA",NA,NA
"2020","M05","May","8.9","VA",NA,NA
"2020","M06","June","8.2","VA","2",NA
"2020","M07","July","8.0","VA",NA,NA
"2020","M08","August","6.3","VA",NA,NA
"2020","M09","September","true","VA","3",NA
"1976","M01","January","10.2","VT",NA,NA
"1976","M02","February","9.8","VT",NA,NA
"1976","M03","March","9.5","VT","1",NA
"1976","M04","April","9.0","VT",NA,NA
"1976","M05","May","8.3","VT",NA,NA
"1976","M06","June","8.5","VT","2",NA
"1976","M07","July","7.5","VT",NA,NA
"1976","M08","August","7.5","VT",NA,NA
"1976","M09","September","7.7","VT","3",NA
"1976","M10","October","7.1","VT",NA,NA
"1976","M11","November","7.9","VT",NA,NA
"1976","M12","December","7.3","VT","4","1"
"1977","M01","January","9.0","VT",NA,NA
"1977","M02","February","8.8","VT",NA,NA
"1977","M03","March","8.3","VT","1",NA
"1977","M04","April","7.7","VT",NA,NA
"1977","M05","May","6.9","VT",NA,NA
"1977","M06","June","6.7","VT","2",NA
"1977","M07","July","6.0","VT",NA,NA
"1977","M08","August","6.0","VT",NA,NA
"1977","M09","September","6.4","VT","3",NA
"1977","M10","October","5.9","VT",NA,NA
"1977","M11","November","6.5","VT",NA,NA
"1977","M12","December","6.0","VT","4","1"
"1978","M01","January","7.3","VT",NA,NA
"1978","M02","February","6.9","VT",NA,NA
"1978","M03","March","6.4","VT","1",NA
"1978","M04","April","6.0","VT",NA,NA
"1978","M05","May","5.3","VT",NA,NA
"1978","M06","June","5.4","VT","2",NA
"1978","M07","July","5.0","VT",NA,NA
"1978","M08","August","5.0","VT",NA,NA
"1978","M09","September","5.1","VT","3",NA
"1978","M10","October","4.7","VT",NA,NA
"1978","M11","November","5.4","VT",NA,NA
"1978","M12","December","5.0","VT","4","1"
"1979","M01","January","6.5","VT",NA,NA
"1979","M02","February","6.1","VT",NA,NA
"1979","M03","March","5.7","VT","1",NA
"1979","M04","April","5.6","VT",NA,NA
"1979","M05","May","4.8","VT",NA,NA
"1979","M06","June","4.7","VT","2",NA
"1979","M07","July","4.6","VT",NA,NA
"1979","M08","August","4.8","VT",NA,NA
"1979","M09","September","4.8","VT","3",NA
"1979","M10","October","4.4","VT",NA,NA
"1979","M11","November","5.2","VT",NA,NA
"1979","M12","December","4.8","VT","4","1"
"1980","M01","January","6.4","VT",NA,NA
"1980","M02","February","6.4","VT",NA,NA
"1980","M03","March","6.3","VT","1",NA
"1980","M04","April","6.3","VT",NA,NA
"1980","M05","May","6.0","VT",NA,NA
"1980","M06","June","6.3","VT","2",NA
"1980","M07","July","6.5","VT",NA,NA
"1980","M08","August","6.4","VT",NA,NA
"1980","M09","September","6.3","VT","3",NA
"1980","M10","October","5.8","VT",NA,NA
"1980","M11","November","6.3","VT",NA,NA
"1980","M12","December","5.5","VT","4","1"
"1981","M01","January","6.8","VT",NA,NA
"1981","M02","February","6.6","VT",NA,NA
"1981","M03","March","6.4","VT","1",NA
"1981","M04","April","6.1","VT",NA,NA
"1981","M05","May","5.6","VT",NA,NA
"1981","M06","June","5.6","VT","2",NA
"1981","M07","July","5.3","VT",NA,NA
"1981","M08","August","5.3","VT",NA,NA
"1981","M09","September","5.4","VT","3",NA
"1981","M10","October","5.1","VT",NA,NA
"1981","M11","November","5.9","VT",NA,NA
"1981","M12","December","5.6","VT","4","1"
"1982","M01","January","7.4","VT",NA,NA
"1982","M02","February","7.5","VT",NA,NA
"1982","M03","March","7.5","VT","1",NA
"1982","M04","April","8.0","VT",NA,NA
"1982","M05","May","6.9","VT",NA,NA
"1982","M06","June","6.7","VT","2",NA
"1982","M07","July","6.7","VT",NA,NA
"1982","M08","August","6.6","VT",NA,NA
"1982","M09","September","6.5","VT","3",NA
"1982","M10","October","6.2","VT",NA,NA
"1982","M11","November","7.1","VT",NA,NA
"1982","M12","December","6.7","VT","4","1"
"1983","M01","January","8.4","VT",NA,NA
"1983","M02","February","8.3","VT",NA,NA
"1983","M03","March","7.8","VT","1",NA
